#Starting log sesion 01:33:39:786
%Timestamp;streamData
1434886419797.35;;
1434886419799.63;;
1434886419965.46;;
1434886420049.34;;
1434886420066.1;;
1434886420083.59;;
1434886420100.03;;
1434886420115.75;;
1434886420132.33;;
1434886420149.56;;
1434886420165.56;;
1434886420181.9;;
1434886420198.47;;
1434886420215.33;;
1434886420232.43;;
1434886420249.1;;
1434886420264.84;;
1434886420281.38;;
1434886420297.93;;
1434886420315.07;;
1434886420331.88;;
1434886420347.9;;
1434886420364.92;;
1434886420381.3;;
1434886420397.12;;
1434886420414.29;;
1434886420431.34;;
1434886420447.64;;
1434886420463.65;;
1434886420481.98;;
1434886420496.84;;
1434886420513.34;;
1434886420530.81;;
1434886420546.59;;
1434886420563.61;;
1434886420580.46;;
1434886420596.1;;
1434886420613.46;;
1434886420630.19;;
1434886420645.93;;
1434886420662.4;;
1434886420678.96;;
1434886420695.54;;
1434886420712.94;;
1434886420729.12;;
1434886420745.2;;
1434886420762.6;;
1434886420778.35;;
1434886420795.66;;
1434886420811.59;;
1434886420828.32;;
1434886420844.72;;
1434886420861.27;;
1434886420877.9;;
1434886420894.82;;
1434886420911.41;;
1434886420927.59;;
1434886420944.69;;
1434886420961.4;;
1434886420977.92;;
1434886420994.03;;
1434886421010.51;;
1434886421027.42;;
1434886421043.73;;
1434886421060.29;;
1434886421076.32;;
1434886421093.41;;
1434886421109.75;;
1434886421126.73;;
1434886421143.06;;
1434886421159.63;;
1434886421176.01;;
1434886421192.82;;
1434886421209.38;;
1434886421225.96;;
1434886421242.62;;
1434886421260.91;;
1434886421275.5;;
1434886421292.09;;
1434886421308.8;;
1434886421325.47;;
1434886421342.01;;
1434886421358.03;;
1434886421374.73;;
1434886421391.54;;
1434886421408.06;;
1434886421424.72;;
1434886421441.34;;
1434886421457.52;;
1434886421474.11;;
1434886421490.77;;
1434886421507.36;;
1434886421524;;
1434886421541.74;;
1434886421558.33;;
1434886421575.12;;
1434886421593.74;;
1434886421610.9;;
1434886421627.64;;
1434886421643.59;;
1434886421660.28;;
1434886421676.84;;
1434886421693.59;;
1434886421710.14;;
1434886421726.54;;
1434886421742.94;;
1434886421759.61;;
1434886421776.12;;
1434886421792.92;;
1434886421809.54;;
1434886421825.68;;
1434886421842.31;;
1434886421858.76;;
1434886421875.71;;
1434886421892.24;;
1434886421908.84;;
1434886421925.59;;
1434886421942.23;;
1434886421958.86;;
1434886421975.41;;
1434886422072.62;;
1434886422089.95;;
1434886422120.11;1;typeC;bearSprite;4;1;;
1434886422125.37;1;typeC;bearSprite;4;1;;
1434886422142.05;1;typeC;bearSprite;4;1;;
1434886422158.53;1;typeC;bearSprite;4;1;;
1434886422175.18;1;typeC;bearSprite;4;1;;
1434886422191.93;1;typeC;bearSprite;4;1;;
1434886422209.61;1;typeC;bearSprite;4;1;;
1434886422226.26;1;typeC;bearSprite;4;1;;
1434886422257.7;1;typeC;bearSprite;4;1;;
1434886422274.27;1;typeC;bearSprite;4;1;;
1434886422313.8;1;typeC;bearSprite;4;1;;
1434886422330.98;1;typeC;bearSprite;4;1;;
1434886422347.59;1;typeC;bearSprite;4;1;;
1434886422364.34;1;typeC;bearSprite;4;1;;
1434886422380.85;1;typeC;bearSprite;4;1;;
1434886422396.64;1;typeC;bearSprite;4;1;;
1434886422413.79;1;typeC;bearSprite;4;1;;
1434886422430.45;1;typeC;bearSprite;4;1;;
1434886422446.93;1;typeC;bearSprite;4;1;;
1434886422463.58;1;typeC;bearSprite;4;1;;
1434886422480.19;1;typeC;bearSprite;4;1;;
1434886422496.72;1;typeC;bearSprite;4;1;;
1434886422512.78;1;typeC;bearSprite;4;1;;
1434886422529.59;1;typeC;bearSprite;4;1;;
1434886422546.37;1;typeC;bearSprite;4;1;;
1434886422562.9;1;typeC;bearSprite;4;1;;
1434886422579.12;1;typeC;bearSprite;4;1;;
1434886422595.59;1;typeC;bearSprite;4;1;;
1434886422612.15;1;typeC;bearSprite;4;1;;
1434886422628.92;1;typeC;bearSprite;4;1;;
1434886422645.26;1;typeC;bearSprite;4;1;;
1434886422661.82;1;typeC;bearSprite;4;1;;
1434886422678.2;1;typeC;bearSprite;4;1;;
1434886422694.89;1;typeC;bearSprite;4;1;;
1434886422712.68;1;typeC;bearSprite;4;1;;
1434886422728.22;1;typeC;bearSprite;4;1;;
1434886422744.86;1;typeC;bearSprite;4;1;;
1434886422761.58;1;typeC;bearSprite;4;1;;
1434886422778.05;1;typeC;bearSprite;4;1;;
1434886422794.34;1;typeC;bearSprite;4;1;;
1434886422810.9;1;typeC;bearSprite;4;1;;
1434886422827.6;1;typeC;bearSprite;4;1;;
1434886422844.33;1;typeC;bearSprite;4;1;;
1434886422862.45;1;typeC;bearSprite;4;1;;
1434886422893.65;1;typeC;bearSprite;4;1;;
1434886422910.27;1;typeC;bearSprite;4;1;;
1434886422926.8;1;typeC;bearSprite;4;1;;
1434886422943.54;1;typeC;bearSprite;4;1;;
1434886422960.16;1;typeC;bearSprite;4;1;;
1434886422977.63;1;typeC;bearSprite;4;1;;
1434886422995.11;1;typeC;bearSprite;4;1;;
1434886423011.09;1;typeC;bearSprite;4;1;;
1434886423027.82;1;typeC;bearSprite;4;1;;
1434886423044.36;1;typeC;bearSprite;4;1;;
1434886423061.87;1;typeC;bearSprite;4;1;;
1434886423078.95;1;typeC;bearSprite;4;1;;
1434886423095.14;1;typeC;bearSprite;4;1;;
1434886423111.78;1;typeC;bearSprite;4;1;;
