#Starting log sesion 11:52:08:147
%Timestamp;streamData
1435053128158.2;;801.7305;621.9805;
1435053128166.25;;801.7305;621.9805;
1435053128415.45;;801.7305;621.9805;
1435053128482.16;;801.7305;621.9805;
1435053128502.12;;801.7305;621.9805;
1435053128522.55;;801.7305;621.9805;
1435053128539.16;;801.7305;621.9805;
1435053128555.81;;801.7305;621.9805;
1435053128572.44;;801.7305;621.9805;
1435053128589.06;;801.7305;621.9805;
1435053128606.39;;801.7305;621.9805;
1435053128623.12;;801.7305;621.9805;
1435053128662.25;;801.7305;621.9805;
1435053128679.79;;801.7305;621.9805;
1435053128695.91;;801.7305;621.9805;
1435053128712.99;;801.7305;621.9805;
1435053128729.24;;801.7305;621.9805;
1435053128745.74;;801.7305;621.9805;
1435053128761.8;;801.7305;621.9805;
1435053128779.19;;801.7305;621.9805;
1435053128795.52;;801.7305;621.9805;
1435053128850.66;;801.7305;621.9805;
1435053128886.44;;801.7305;621.9805;
1435053128902.9;;801.7305;621.9805;
1435053128919.66;;801.7305;621.9805;
1435053128938.62;;801.7305;621.9805;
1435053128955.22;;801.7305;621.9805;
1435053128974.73;;801.7305;621.9805;
1435053128991.88;;801.7305;621.9805;
1435053129007.95;;801.7305;621.9805;
1435053129024.47;;801.7305;621.9805;
1435053129041.26;;801.7305;621.9805;
1435053129057.98;;801.7305;621.9805;
1435053129090.56;;801.7305;621.9805;
1435053129107.23;;801.7305;621.9805;
1435053129123.65;;801.7305;621.9805;
1435053129140.29;;801.7305;621.9805;
1435053129157.02;;801.7305;621.9805;
1435053129173.68;;801.7305;621.9805;
1435053129190.91;;801.7305;621.9805;
1435053129208.12;;801.7305;621.9805;
1435053129224.12;;801.7305;621.9805;
1435053129240.91;;801.7305;621.9805;
1435053129257.55;;801.7305;621.9805;
1435053129290.71;;801.7305;621.9805;
1435053129307.3;;801.7305;621.9805;
1435053129323.81;;801.7305;621.9805;
1435053129340.62;;801.7305;621.9805;
1435053129357.19;;801.7305;621.9805;
1435053129373.88;;801.7305;621.9805;
1435053129390.57;;801.7305;621.9805;
1435053129407.26;;801.7305;621.9805;
1435053129423.76;;801.7305;621.9805;
1435053129442.65;;801.7305;621.9805;
1435053129459.76;;801.7305;621.9805;
1435053129490.64;;801.7305;621.9805;
1435053129507.18;;801.7305;621.9805;
1435053129523.76;;801.7305;621.9805;
1435053129540.5;;801.7305;621.9805;
1435053129557.16;;801.7305;621.9805;
1435053129573.78;;801.7305;621.9805;
1435053129590.3;;801.7305;621.9805;
1435053129606.91;;801.7305;621.9805;
1435053129623.38;;801.7305;621.9805;
1435053129640.14;;801.7305;621.9805;
1435053129658.92;;801.7305;621.9805;
1435053129690.39;;801.7305;621.9805;
1435053129707;;801.7305;621.9805;
1435053129723.45;;801.7305;621.9805;
1435053129740.24;;801.7305;621.9805;
1435053129758.41;;801.7305;621.9805;
1435053129775.55;;801.7305;621.9805;
1435053129791.63;;801.7305;621.9805;
1435053129808.35;;801.7305;621.9805;
1435053129824.85;;801.7305;621.9805;
1435053129841.65;;801.7305;621.9805;
1435053129858.26;;801.7305;621.9805;
1435053129874.88;;801.7305;621.9805;
1435053129906.34;;801.7305;621.9805;
1435053129922.79;;801.7305;621.9805;
1435053129939.6;;801.7305;621.9805;
1435053129958.62;;801.7305;621.9805;
1435053129975.41;;801.7305;621.9805;
1435053129991.88;;801.7305;621.9805;
1435053130008.54;;801.7305;617.9805;
1435053130025.21;;801.7305;607.5469;
1435053130041.58;;804.8633;592.9336;
1435053130058.33;;807.9922;571.0156;
1435053130077.1;;811.125;556.4023;
1435053130122.27;;816.3438;516.7422;
1435053130138.91;;817.7344;507.0039;
1435053130158.98;;818.7773;501.7852;
1435053130175.55;;818.7773;493.4336;
1435053130207.34;;818.7773;472.5625;
1435053130226.87;;818.7773;455.8633;
1435053130243.11;;814.6016;437.0742;
1435053130259.79;;811.4727;425.5938;
1435053130276.47;;807.2969;412.375;
1435053130293.11;;801.0352;395.6758;
1435053130374.75;;773.5977;315.3203;
1435053130391.32;;769.4219;301.7539;
1435053130407.92;;766.293;290.2734;
1435053130424.49;;763.1602;280.8789;
1435053130442.72;;760.0313;272.5313;
1435053130459.44;;757.9414;263.1367;
1435053130476.01;;753.7695;256.875;
1435053130492.67;;753.7695;256.875;
1435053130542.99;;753.7695;256.875;
1435053130559.53;;753.7695;256.875;
1435053130576.15;;753.7695;256.875;
1435053130592.8;;753.7695;256.875;
1435053130610.75;;753.7695;256.875;
1435053130627.97;;753.7695;256.875;
1435053130644.63;;753.7695;256.875;
1435053130660.71;;753.7695;256.875;
1435053130677.32;;753.7695;256.875;
1435053130693.96;;753.7695;256.875;
1435053130722.48;;753.7695;256.875;
1435053130742.54;;748.5508;249.6133;
1435053130759.19;;732.8945;236.043;
1435053130775.78;;732.8945;236.043;
1435053130792.55;;704.7148;217.2578;
1435053130809.23;;668.1836;202.6445;
1435053130825.33;;640.0039;195.3398;
1435053130842.68;;604.5195;190.1211;
1435053130859.32;;574.6016;189.4258;
1435053130875.96;;549.5508;189.4258;
1435053130892.63;;530.7656;189.4258;
1435053130909.27;;500.5;189.4258;
1435053130958.64;;435.0938;189.4258;
1435053130975.28;;417.3516;189.4258;
1435053130991.87;;403.7813;189.4258;
1435053131008.54;;397.5195;189.4258;
1435053131026.76;;391.2578;189.4258;
1435053131043.33;;387.082;189.4258;
1435053131060.17;;383.9531;189.4258;
1435053131076.76;;382.9531;189.4258;
1435053131094.5;;382.9531;189.4258;
1435053131111.18;;382.9531;189.4258;
1435053131162.7;;382.9531;190.1211;
1435053131179.73;;382.9531;190.1211;
1435053131196.37;;382.9531;190.1211;
1435053131213.11;;382.9531;190.1211;
1435053131229.13;;382.9531;190.1211;
1435053131245.7;;382.9531;190.1211;
1435053131262.46;;382.9531;190.1211;
1435053131278.87;;382.9531;190.1211;
1435053131295.73;;382.9531;190.1211;
1435053131312.36;;382.9531;190.1211;
1435053131328.43;;382.9531;190.1211;
1435053131379.02;;382.9531;190.1211;
1435053131395.74;;382.9531;190.1211;
1435053131412.3;;382.9531;190.1211;
1435053131428.92;;382.9531;190.1211;
1435053131445.41;;382.9531;190.1211;
1435053131462.22;;382.9531;190.1211;
1435053131478.86;;382.9531;190.1211;
1435053131495.53;;382.9531;190.1211;
1435053131511.63;;387.9531;190.1211;
1435053131528.27;;413;192.207;
1435053131544.67;;465.1875;192.207;
1435053131594.85;;528.5039;176.207;
1435053131611.44;;532.6797;172.0313;
1435053131628.17;;532.6797;169.9414;
1435053131644.61;;532.6797;169.9414;
1435053131661.48;;533.7227;168.8984;
1435053131677.83;;533.7227;168.8984;
1435053131694.94;;525.7227;170.8984;
1435053131711.66;;478.7539;183.4258;
1435053131728.17;;404.6523;209.5156;
1435053131744.84;;307.5898;257.5273;
1435053131794.7;;162.5156;350.4141;
1435053131811.25;;145.1211;365.7227;
1435053131827.91;;137.8164;373.0273;
1435053131844.45;;131.5547;380.3359;
1435053131861.34;;131.5547;380.3359;
1435053131877.72;;128.4219;385.5508;
1435053131894.52;;126.3359;389.7266;
1435053131910.74;;124.2461;392.8594;
1435053131927.4;;123.2031;395.9883;
1435053131943.91;;121.1172;399.4688;
1435053131994.8;;107.5469;419.2969;
1435053132011.41;;100.2422;429.7344;
1435053132028.09;;95.02344;434.9531;
1435053132044.6;;88.76172;441.2148;
1435053132061.28;;80.41406;447.4766;
1435053132077.8;;71.36719;455.1328;
1435053132094.64;;59.88672;462.4375;
1435053132111.29;;52.58203;468.6992;
1435053132127.94;;47.36328;472.875;
1435053132144.48;;42.14453;477.0508;
1435053132161.23;;42.14453;477.0508;
1435053132210.82;;42.14453;477.0508;
1435053132227.45;;42.14453;477.0508;
1435053132244.05;;42.14453;477.0508;
1435053132260.72;;42.14453;477.0508;
1435053132278.76;;42.14453;477.0508;
