#Starting log sesion 01:57:01:148
%Timestamp;streamData
1434974221159.43;;
1434974221161.53;;
1434974221342.9;;
1434974221449.06;;
1434974221465.68;;
1434974221482.28;;
1434974221498.82;;
1434974221515.53;;
1434974221533.05;;
1434974221549.72;;
1434974221566.49;;
1434974221583;;
1434974221599.6;;
1434974221617.08;;
1434974221634.27;;
1434974221650.38;;
1434974221667.03;;
1434974221683.67;;
1434974221700.27;;
1434974221716.95;;
1434974221733.61;;
1434974221750.21;;
1434974221767.05;;
1434974221783.56;;
1434974221800.02;;
1434974221817.68;;
1434974221834.44;;
1434974221851.06;;
1434974221867.71;;
1434974221884.36;;
1434974221900.91;;
1434974221917.19;;
1434974221933.84;;
1434974221950.47;;
1434974221967;;
1434974221983.76;;
1434974222005.25;;
1434974222022.11;;
1434974222038.7;;
1434974222055.61;;
1434974222072.17;;
1434974222088.33;;
1434974222105.39;;
1434974222121.32;;
1434974222138.47;;
1434974222154.61;;
1434974222171.34;;
1434974222188.01;;
1434974222204.76;;
1434974222220.74;;
1434974222237.78;;
1434974222254.37;;
1434974222272.76;;
1434974222287.16;;
1434974222304.27;;
1434974222320.15;;
1434974222336.97;;
1434974222353.65;;
1434974222370.37;;
1434974222386.95;;
1434974222403.2;;
1434974222419.38;;
1434974222436.31;;
1434974222452.95;;
1434974222469.72;;
1434974222486.35;;
1434974222502.9;;
1434974222518.93;;
1434974222535.65;;
1434974222552.3;;
1434974222568.95;;
1434974222585.74;;
1434974222601.75;;
1434974222618.2;;
1434974222635.01;;
1434974222651.64;;
1434974222668.23;;
1434974222684.91;;
1434974222700.97;;
1434974222717.74;;
1434974222748.94;;
1434974222785.62;;
1434974222845.22;;
1434974222876.93;;
1434974222913.44;;
1434974222977.41;;
1434974223013.3;;
1434974223045.47;;
1434974223064.98;;
1434974223092.89;;
1434974223112.98;;
1434974223133.29;;
1434974223155.11;;
1434974223193.11;;
1434974223261.46;;
1434974223298.86;;
1434974223329.47;;
1434974223346.19;;
1434974223369.37;;
1434974223386.04;;
1434974223402.76;;
1434974223419.15;;
1434974223435.96;;
1434974223452.25;;
1434974223468.97;;
1434974223485.61;;
1434974223502.27;;
1434974223518.67;;
1434974223535.6;;
1434974223551.89;;
1434974223569.33;;
1434974223585.96;;
1434974223602.59;;
1434974223619.15;;
1434974223637.48;;
1434974223654.21;;
1434974223670.89;;
1434974223687.41;;
1434974223704.11;;
1434974223720.27;;
1434974223835.99;1;typeC;ball;0;0;;
1434974223840.84;1;typeC;ball;0;0;;
1434974223858.19;1;typeC;ball;0;0;;
1434974223874.8;1;typeC;ball;0;0;;
1434974223917.1;1;typeC;ball;0;0;;
1434974223937.36;1;typeC;ball;0;0;;
1434974223953.99;1;typeC;ball;0;0;;
1434974223970.72;1;typeC;ball;0;0;;
1434974223987.24;1;typeC;ball;0;0;;
1434974224017.02;1;typeC;ball;0;0;;
1434974224037.35;1;typeC;ball;0;0;;
1434974224053.97;1;typeC;ball;0;0;;
1434974224070.84;1;typeC;ball;0;0;;
1434974224087.28;1;typeC;ball;0;0;;
1434974224103.92;1;typeC;ball;0;0;;
1434974224120.47;1;typeC;ball;0;0;;
1434974224137.5;1;typeC;ball;0;0;;
1434974224154.2;1;typeC;ball;0;0;;
1434974224170.86;1;typeC;ball;0;0;;
1434974224187.51;1;typeC;ball;0;0;;
1434974224204.2;1;typeC;ball;0;0;;
1434974224221.2;1;typeC;ball;0;0;;
1434974224238;1;typeC;ball;0;0;;
1434974224254.63;1;typeC;ball;0;0;;
1434974224271.42;1;typeC;ball;0;0;;
1434974224287.91;1;typeC;ball;0;0;;
1434974224304.43;1;typeC;ball;0;0;;
1434974224321.3;1;typeC;ball;0;0;;
1434974224338.22;1;typeC;ball;0;0;;
