#Starting log sesion 11:38:01:046
%Timestamp;eventsData
11:38:01:050;Experiment Started;
11:38:02:607;1;typeD;startStimuli;2;0;
11:38:07:239;SetupFinished;
11:38:07:240;occluderUp;
11:38:09:243;movingContainer;
11:38:10:749;objGrabbed;0;stim_left;
11:38:11:800;LeftGrabbed;
11:38:14:227;Repositioning
11:38:18:730;EndAppear;1;11:38:18:730;
11:38:21:236;AskingSortingQuestion
closing session;56715
