#Starting log sesion 12:14:13:489
%Timestamp;streamData
1435054453489.53;37;;223.4883;262.5625;
1435054453499.27;37;;223.4883;262.5625;
1435054453516;37;;223.4883;262.5625;
1435054453533.29;37;;223.4883;262.5625;
1435054453549.79;37;;223.4883;262.5625;
1435054453566.37;37;;223.4883;262.5625;
1435054453583.05;37;;223.4883;262.5625;
1435054453599.64;37;;223.4883;262.5625;
1435054453616.43;37;;223.4883;262.5625;
1435054453632.98;37;;223.4883;262.5625;
1435054453649.7;37;;223.4883;262.5625;
1435054453666.37;37;;223.4883;262.5625;
1435054453682.96;37;;223.4883;262.5625;
1435054453699.38;37;;223.4883;262.5625;
1435054453716.08;37;;223.4883;262.5625;
1435054453732.62;37;;223.4883;262.5625;
1435054453749.18;37;;223.4883;262.5625;
1435054453765.72;37;;223.4883;262.5625;
1435054453783.04;37;;223.4883;262.5625;
1435054453799.57;37;;223.4883;262.5625;
1435054453816.3;37;;223.4883;262.5625;
1435054453833.18;37;;223.4883;262.5625;
1435054453849.8;37;;223.4883;262.5625;
1435054453866.4;37;;223.4883;262.5625;
1435054453882.97;37;;223.4883;262.5625;
1435054453899.45;37;;223.4883;262.5625;
1435054453916.1;37;;223.4883;262.5625;
1435054453932.77;37;;223.4883;262.5625;
1435054453949.88;37;;223.4883;262.5625;
1435054453966.49;37;;223.4883;262.5625;
1435054453983.06;37;;223.4883;262.5625;
1435054453999.62;37;;223.4883;262.5625;
1435054454016.44;37;;223.4883;262.5625;
1435054454033.13;37;;223.4883;262.5625;
1435054454049.48;37;;223.4883;262.5625;
1435054454066.07;37;;223.4883;262.5625;
1435054454082.62;37;;223.4883;262.5625;
1435054454099.06;37;;223.4883;262.5625;
1435054454115.93;37;;223.4883;262.5625;
1435054454132.55;37;;223.4883;262.5625;
1435054454149.37;37;;223.4883;262.5625;
1435054454165.98;37;;223.4883;262.5625;
1435054454182.51;37;;223.4883;262.5625;
1435054454198.98;37;;223.4883;262.5625;
1435054454215.65;37;;223.4883;262.5625;
1435054454233.01;37;;223.4883;262.5625;
1435054454249.66;37;;223.4883;262.5625;
1435054454266.2;37;;223.4883;262.5625;
1435054454282.81;37;;223.4883;262.5625;
1435054454299.45;37;;223.4883;262.5625;
1435054454316.18;37;;223.4883;262.5625;
1435054454332.79;37;;223.4883;262.5625;
1435054454349.32;37;;223.4883;262.5625;
1435054454365.87;37;;223.4883;262.5625;
1435054454382.44;37;;223.4883;262.5625;
1435054454399.28;37;;223.4883;262.5625;
1435054454416.14;37;;223.4883;262.5625;
1435054454432.76;37;;223.4883;262.5625;
1435054454449.55;37;;223.4883;262.5625;
1435054454466.21;37;;223.4883;262.5625;
1435054454482.72;37;;223.4883;262.5625;
1435054454515.63;37;;223.4883;262.5625;
1435054454532.24;37;;223.4883;262.5625;
1435054454549.3;37;;223.4883;262.5625;
1435054454566.16;37;;223.4883;262.5625;
1435054454582.84;37;;223.4883;262.5625;
1435054454599.7;37;;223.4883;262.5625;
1435054454616.48;37;;223.4883;262.5625;
1435054454633.05;37;;223.4883;262.5625;
1435054454649.58;37;;223.4883;262.5625;
1435054454666.18;37;;223.4883;262.5625;
1435054454682.82;37;;223.4883;262.5625;
1435054454699.34;37;;223.4883;262.5625;
1435054454715.95;37;;223.4883;262.5625;
1435054454732.54;37;;223.4883;262.5625;
1435054454749.34;37;;223.4883;262.5625;
1435054454765.93;37;;223.4883;262.5625;
1435054454782.48;37;;223.4883;262.5625;
1435054454798.91;37;;223.4883;262.5625;
1435054454815.72;37;;223.4883;262.5625;
1435054454832.4;37;;223.4883;262.5625;
1435054454849.01;37;;223.4883;262.5625;
1435054454866.35;37;;223.4883;262.5625;
1435054454883;37;;223.4883;262.5625;
1435054454899.43;37;;223.4883;262.5625;
1435054454916.15;37;;223.4883;262.5625;
1435054454932.67;37;;223.4883;262.5625;
1435054454950.07;37;;223.4883;262.5625;
1435054454966.44;37;;223.4883;262.5625;
1435054454983.09;37;;223.4883;262.5625;
1435054454999.53;37;;223.4883;262.5625;
1435054455016.19;37;;223.4883;262.5625;
1435054455032.97;37;;223.4883;262.5625;
1435054455049.49;37;;223.4883;262.5625;
1435054455066.06;37;;223.4883;262.5625;
1435054455082.73;37;;223.4883;262.5625;
1435054455099.14;37;;223.4883;262.5625;
1435054455115.85;37;;223.4883;262.5625;
1435054455132.88;37;;223.4883;262.5625;
1435054455149.51;37;;223.4883;262.5625;
1435054455166.08;37;;223.4883;262.5625;
1435054455182.69;37;;223.4883;262.5625;
1435054455199.27;37;;223.4883;262.5625;
1435054455216.04;37;;223.4883;262.5625;
1435054455232.83;37;;223.4883;262.5625;
1435054455249.49;37;;223.4883;262.5625;
1435054455266;37;;223.4883;262.5625;
1435054455282.6;37;;223.4883;262.5625;
1435054455299.03;37;;223.4883;262.5625;
1435054455316.16;37;;223.4883;262.5625;
1435054455332.75;37;;223.4883;262.5625;
1435054455349.31;37;;223.4883;262.5625;
1435054455365.88;37;;223.4883;262.5625;
1435054455382.45;37;;223.4883;262.5625;
1435054455398.91;37;;223.4883;262.5625;
1435054455416.38;37;;223.4883;262.5625;
1435054455433.01;37;;223.4883;262.5625;
1435054455449.64;37;;223.4883;262.5625;
1435054455466.39;37;;223.4883;262.5625;
1435054455483.05;37;;223.4883;262.5625;
1435054455499.43;37;;223.4883;262.5625;
1435054455520.95;37;;223.4883;262.5625;
1435054455537.74;37;;223.4883;262.5625;
1435054455699.14;37;;223.4883;262.5625;
1435054455716.21;37;;223.4883;262.5625;
1435054455749.48;37;;223.4883;262.5625;
1435054455766.07;37;;223.4883;262.5625;
1435054455782.71;37;;223.4883;262.5625;
1435054455799.55;37;;223.4883;262.5625;
1435054455816.11;37;;223.4883;262.5625;
1435054455832.94;37;;223.4883;262.5625;
1435054455849.94;37;;223.4883;262.5625;
1435054455866.64;37;;223.4883;262.5625;
1435054455883.18;37;;223.4883;262.5625;
1435054455899.64;37;;223.4883;262.5625;
1435054455916.41;37;;223.4883;262.5625;
1435054455933.22;37;;223.4883;262.5625;
1435054455949.91;37;;223.4883;262.5625;
1435054455966.41;37;;223.4883;262.5625;
1435054455982.97;37;;223.4883;262.5625;
1435054455999.48;37;;223.4883;262.5625;
1435054456016.57;37;;223.4883;262.5625;
1435054456033.53;37;;223.4883;262.5625;
1435054456050.13;37;;223.4883;262.5625;
1435054456066.8;37;;223.4883;262.5625;
1435054456083.3;37;;223.4883;262.5625;
1435054456099.8;37;;223.4883;262.5625;
1435054456116.46;37;;223.4883;262.5625;
1435054456133.43;37;;223.4883;262.5625;
1435054456150.02;37;;223.4883;262.5625;
1435054456166.61;37;;223.4883;262.5625;
1435054456183.15;37;;223.4883;262.5625;
1435054456199.67;37;;223.4883;262.5625;
1435054456216.45;37;;223.4883;262.5625;
1435054456232.98;37;;223.4883;262.5625;
1435054456249.89;37;;223.4883;262.5625;
1435054456266.61;37;;223.4883;262.5625;
1435054456283.26;37;;223.4883;262.5625;
1435054456299.76;37;;223.4883;262.5625;
1435054456316.51;37;;223.4883;262.5625;
1435054456333.4;37;;223.4883;262.5625;
1435054456349.96;37;;223.4883;262.5625;
1435054456366.57;37;;223.4883;262.5625;
1435054456383.24;37;;223.4883;262.5625;
1435054456399.7;37;;223.4883;262.5625;
1435054456416.39;37;;223.4883;262.5625;
1435054456432.91;37;;223.4883;262.5625;
1435054456449.51;37;;223.4883;262.5625;
1435054456466.26;37;;223.4883;262.5625;
1435054456483.28;37;;223.4883;262.5625;
1435054456499.83;37;;223.4883;262.5625;
1435054456516.73;37;;223.4883;262.5625;
1435054456533.35;37;;223.4883;262.5625;
1435054456549.88;37;;223.4883;262.5625;
1435054456566.76;37;;223.4883;262.5625;
1435054456583.38;37;;223.4883;262.5625;
1435054456600.03;37;;223.4883;262.5625;
1435054456616.82;37;;223.4883;262.5625;
1435054456633.38;37;;223.4883;262.5625;
1435054456650.03;37;;223.4883;262.5625;
1435054456666.73;37;;223.4883;262.5625;
1435054456683.34;37;;223.4883;262.5625;
1435054456699.83;37;;223.4883;262.5625;
1435054456716.69;37;;223.4883;262.5625;
1435054456733.29;37;;223.4883;262.5625;
1435054456750.13;37;;223.4883;262.5625;
1435054456766.76;37;;223.4883;262.5625;
1435054456783.29;37;;223.4883;262.5625;
1435054456800.01;37;;223.4883;262.5625;
1435054456816.7;37;;223.4883;262.5625;
1435054456833.38;37;;223.4883;262.5625;
1435054456850.01;37;;223.4883;262.5625;
1435054456866.67;37;;223.4883;262.5625;
1435054456883.26;37;;223.4883;262.5625;
1435054456899.73;37;;223.4883;262.5625;
1435054456916.77;37;;223.4883;262.5625;
1435054456933.39;37;;223.4883;262.5625;
1435054456950.1;37;;223.4883;262.5625;
1435054456966.74;37;;223.4883;262.5625;
1435054456983.3;37;;223.4883;262.5625;
1435054456999.76;37;;223.4883;262.5625;
1435054457016.38;37;;223.4883;262.5625;
1435054457032.97;37;;223.4883;262.5625;
1435054457049.8;37;;223.4883;262.5625;
1435054457066.44;37;;223.4883;262.5625;
1435054457083.36;37;;223.4883;262.5625;
1435054457100.02;37;;223.4883;262.5625;
1435054457116.75;37;;223.4883;262.5625;
1435054457133.37;37;;223.4883;262.5625;
1435054457149.97;37;;223.4883;262.5625;
1435054457166.69;37;;223.4883;262.5625;
1435054457183.31;37;;223.4883;262.5625;
1435054457200.08;37;;223.4883;262.5625;
1435054457216.85;37;;223.4883;262.5625;
1435054457233.51;37;;223.4883;262.5625;
1435054457250.21;37;;223.4883;262.5625;
1435054457266.78;37;;223.4883;262.5625;
1435054457283.35;37;;223.4883;262.5625;
1435054457299.86;37;;223.4883;262.5625;
1435054457316.76;37;;223.4883;262.5625;
1435054457333.32;37;;223.4883;262.5625;
1435054457350.04;37;;223.4883;262.5625;
1435054457366.71;37;;223.4883;262.5625;
1435054457383.31;37;;223.4883;262.5625;
1435054457400.05;37;;223.4883;262.5625;
1435054457416.78;37;;223.4883;262.5625;
1435054457433.54;37;;223.4883;262.5625;
1435054457450.19;37;;223.4883;262.5625;
1435054457466.73;37;;223.4883;262.5625;
1435054457483.41;37;;223.4883;262.5625;
1435054457500.06;37;;223.4883;262.5625;
1435054457522.06;37;;223.4883;262.5625;
1435054457538.81;37;;223.4883;262.5625;
1435054457555.85;37;;223.4883;262.5625;
1435054457571.98;37;;223.4883;262.5625;
1435054457588.98;37;;223.4883;262.5625;
1435054457605.65;37;;223.4883;262.5625;
1435054457621.44;37;;223.4883;262.5625;
1435054457638.43;37;;223.4883;262.5625;
1435054457655.17;37;;223.4883;262.5625;
1435054457671.83;37;;223.4883;262.5625;
1435054457688.28;37;;223.4883;262.5625;
1435054457704.44;37;;223.4883;262.5625;
1435054457721.4;37;;223.4883;262.5625;
1435054457737.86;37;;223.4883;262.5625;
1435054457754.44;37;;223.4883;262.5625;
1435054457770.85;37;;223.4883;262.5625;
1435054457787.75;37;;223.4883;262.5625;
1435054457804.55;37;;223.4883;262.5625;
1435054457820.67;37;;223.4883;262.5625;
