#Starting log sesion 04:37:21:877
%Timestamp;streamData
1434724641888.53;;
1434724641890.82;;
1434724642247.2;;
1434724642383;;
1434724642399.51;;
1434724642416.15;;
1434724642432.68;;
1434724642450.93;;
1434724642467.57;;
1434724642484.26;;
1434724642500.86;;
1434724642517.49;;
1434724642534.91;;
1434724642551.95;;
1434724642568.14;;
1434724642584.91;;
1434724642601.45;;
1434724642618.09;;
1434724642634.32;;
1434724642651.25;;
1434724642668.19;;
1434724642684.21;;
1434724642701.36;;
1434724642717.45;;
1434724642734.07;;
1434724642750.58;;
1434724642767.34;;
1434724642783.66;;
1434724642800.67;;
1434724642816.71;;
1434724642833.29;;
1434724642850.03;;
1434724642866.66;;
1434724642883.3;;
1434724642899.43;;
1434724642916.06;;
1434724642932.58;;
1434724642949.36;;
1434724642966.89;;
1434724642984.1;;
1434724643000.15;;
1434724643016.78;;
1434724643033.43;;
1434724643050;;
1434724643066.34;;
1434724643082.93;;
1434724643099.6;;
1434724643116.25;;
1434724643132.78;;
1434724643149.51;;
1434724643166.16;;
1434724643182.87;;
1434724643299.68;;
1434724643316.44;;
1434724643333.61;;
1434724643383.31;1;typeI3;startStimuli;2;0;;
1434724643395.38;1;typeI3;startStimuli;2;0;;
1434724643412.78;1;typeI3;startStimuli;2;0;;
1434724643429.48;1;typeI3;startStimuli;2;0;;
1434724643445.18;1;typeI3;startStimuli;2;0;;
1434724643462.6;1;typeI3;startStimuli;2;0;;
1434724643483.05;1;typeI3;startStimuli;2;0;;
1434724643499.67;1;typeI3;startStimuli;2;0;;
1434724643516.28;1;typeI3;startStimuli;2;0;;
1434724643566.99;1;typeI3;startStimuli;2;0;;
1434724643583.64;1;typeI3;startStimuli;2;0;;
1434724643600.25;1;typeI3;startStimuli;2;0;;
1434724643616.8;1;typeI3;startStimuli;2;0;;
1434724643633.53;1;typeI3;startStimuli;2;0;;
1434724643650.07;1;typeI3;startStimuli;2;0;;
1434724643667.02;1;typeI3;startStimuli;2;0;;
1434724643683.67;1;typeI3;startStimuli;2;0;;
1434724643700.4;1;typeI3;startStimuli;2;0;;
1434724643716.98;1;typeI3;startStimuli;2;0;;
1434724643734.97;1;typeI3;startStimuli;2;0;;
1434724643752.04;1;typeI3;startStimuli;2;0;;
1434724643768.25;1;typeI3;startStimuli;2;0;;
1434724643784.9;1;typeI3;startStimuli;2;0;;
1434724643801.4;1;typeI3;startStimuli;2;0;;
1434724643818.16;1;typeI3;startStimuli;2;0;;
1434724643834.83;1;typeI3;startStimuli;2;0;;
1434724643851.02;1;typeI3;startStimuli;2;0;;
1434724643867.79;1;typeI3;startStimuli;2;0;;
1434724643890.9;1;typeI3;startStimuli;2;0;;
1434724643908.46;1;typeI3;startStimuli;2;0;;
1434724643931.43;1;typeI3;startStimuli;2;0;;
1434724643940.92;1;typeI3;startStimuli;2;0;;
1434724643957.69;1;typeI3;startStimuli;2;0;;
1434724643974.13;1;typeI3;startStimuli;2;0;;
1434724643990.93;1;typeI3;startStimuli;2;0;;
1434724644046.91;1;typeI3;startStimuli;2;0;;
1434724644066.99;1;typeI3;startStimuli;2;0;;
1434724644086.85;1;typeI3;startStimuli;2;0;;
1434724644103.88;1;typeI3;startStimuli;2;0;;
1434724644130.58;1;typeI3;startStimuli;2;0;;
1434724644150.74;1;typeI3;startStimuli;2;0;;
1434724644167.39;1;typeI3;startStimuli;2;0;;
1434724644184.08;1;typeI3;startStimuli;2;0;;
1434724644200.68;1;typeI3;startStimuli;2;0;;
1434724644217.32;1;typeI3;startStimuli;2;0;;
1434724644234.95;1;typeI3;startStimuli;2;0;;
1434724644251.49;1;typeI3;startStimuli;2;0;;
1434724644268.23;1;typeI3;startStimuli;2;0;;
1434724644284.88;1;typeI3;startStimuli;2;0;;
1434724644301.54;1;typeI3;startStimuli;2;0;;
1434724644318.16;1;typeI3;startStimuli;2;0;;
1434724644335.05;1;typeI3;startStimuli;2;0;;
1434724644351.59;1;typeI3;startStimuli;2;0;;
1434724644368.35;1;typeI3;startStimuli;2;0;;
1434724644385;1;typeI3;startStimuli;2;0;;
1434724644401.63;1;typeI3;startStimuli;2;0;;
1434724644417.93;1;typeI3;startStimuli;2;0;;
1434724644434.98;1;typeI3;startStimuli;2;0;;
1434724644451.57;1;typeI3;startStimuli;2;0;;
1434724644468.36;1;typeI3;startStimuli;2;0;;
1434724644484.93;1;typeI3;startStimuli;2;0;;
1434724644501.6;1;typeI3;startStimuli;2;0;;
1434724644518.83;1;typeI3;startStimuli;2;0;;
1434724644535.5;1;typeI3;startStimuli;2;0;;
1434724644551.99;1;typeI3;startStimuli;2;0;;
1434724644568.71;1;typeI3;startStimuli;2;0;;
1434724644585.39;1;typeI3;startStimuli;2;0;;
1434724644601.83;1;typeI3;startStimuli;2;0;;
1434724644618.93;1;typeI3;startStimuli;2;0;;
1434724644635.6;1;typeI3;startStimuli;2;0;;
1434724644652.15;1;typeI3;startStimuli;2;0;;
1434724644668.87;1;typeI3;startStimuli;2;0;;
1434724644685.38;1;typeI3;startStimuli;2;0;;
1434724644703.22;1;typeI3;startStimuli;2;0;;
1434724644720.44;1;typeI3;startStimuli;2;0;;
1434724644736.51;1;typeI3;startStimuli;2;0;;
1434724644753.15;1;typeI3;startStimuli;2;0;;
1434724644769.83;1;typeI3;startStimuli;2;0;;
1434724644786.33;1;typeI3;startStimuli;2;0;;
1434724644802.72;1;typeI3;startStimuli;2;0;;
1434724644819.37;1;typeI3;startStimuli;2;0;;
1434724644836.01;1;typeI3;startStimuli;2;0;;
1434724644852.56;1;typeI3;startStimuli;2;0;;
1434724644869.27;1;typeI3;startStimuli;2;0;;
1434724644885.9;1;typeI3;startStimuli;2;0;;
1434724644902.54;1;typeI3;startStimuli;2;0;;
1434724644919.04;1;typeI3;startStimuli;2;0;;
1434724644935.74;1;typeI3;startStimuli;2;0;;
1434724644952.16;1;typeI3;startStimuli;2;0;;
1434724644969;1;typeI3;startStimuli;2;0;;
1434724644985.66;1;typeI3;startStimuli;2;0;;
1434724645003.21;1;typeI3;startStimuli;2;0;;
1434724645019.83;1;typeI3;startStimuli;2;0;;
1434724645036.49;1;typeI3;startStimuli;2;0;;
1434724645053;1;typeI3;startStimuli;2;0;;
1434724645069.75;1;typeI3;startStimuli;2;0;;
1434724645086.96;1;typeI3;startStimuli;2;0;;
1434724645103.6;1;typeI3;startStimuli;2;0;;
1434724645120.26;1;typeI3;startStimuli;2;0;;
1434724645136.87;1;typeI3;startStimuli;2;0;;
1434724645153.48;1;typeI3;startStimuli;2;0;;
1434724645170.02;1;typeI3;startStimuli;2;0;;
1434724645186.87;1;typeI3;startStimuli;2;0;;
1434724645203.47;1;typeI3;startStimuli;2;0;;
1434724645220.14;1;typeI3;startStimuli;2;0;;
1434724645236.72;1;typeI3;startStimuli;2;0;;
1434724645253.29;1;typeI3;startStimuli;2;0;;
1434724645270.08;1;typeI3;startStimuli;2;0;;
1434724645286.71;1;typeI3;startStimuli;2;0;;
1434724645302.96;1;typeI3;startStimuli;2;0;;
1434724645319.64;1;typeI3;startStimuli;2;0;;
1434724645336.27;1;typeI3;startStimuli;2;0;;
1434724645352.81;1;typeI3;startStimuli;2;0;;
1434724645371.16;1;typeI3;startStimuli;2;0;;
1434724645387.83;1;typeI3;startStimuli;2;0;;
1434724645404.47;1;typeI3;startStimuli;2;0;;
1434724645421.02;1;typeI3;startStimuli;2;0;;
1434724645437.76;1;typeI3;startStimuli;2;0;;
1434724645454.26;1;typeI3;startStimuli;2;0;;
1434724645470.61;1;typeI3;startStimuli;2;0;;
1434724645487.36;1;typeI3;startStimuli;2;0;;
1434724645504.02;1;typeI3;startStimuli;2;0;;
1434724645520.63;1;typeI3;startStimuli;2;0;;
1434724645537.32;1;typeI3;startStimuli;2;0;;
1434724645553.92;1;typeI3;startStimuli;2;0;;
1434724645570.46;1;typeI3;startStimuli;2;0;;
1434724645587.05;1;typeI3;startStimuli;2;0;;
1434724645603.68;1;typeI3;startStimuli;2;0;;
1434724645620.54;1;typeI3;startStimuli;2;0;;
1434724645637;1;typeI3;startStimuli;2;0;;
1434724645653.63;1;typeI3;startStimuli;2;0;;
1434724645670.66;1;typeI3;startStimuli;2;0;;
1434724645687.42;1;typeI3;startStimuli;2;0;;
1434724645704.08;1;typeI3;startStimuli;2;0;;
1434724645720.72;1;typeI3;startStimuli;2;0;;
1434724645737.37;1;typeI3;startStimuli;2;0;;
1434724645754.02;1;typeI3;startStimuli;2;0;;
1434724645770.7;1;typeI3;startStimuli;2;0;;
1434724645787.48;1;typeI3;startStimuli;2;0;;
1434724645804.21;1;typeI3;startStimuli;2;0;;
1434724645820.77;1;typeI3;startStimuli;2;0;;
1434724645842.85;1;typeI3;startStimuli;2;0;;
1434724645859.56;1;typeI3;startStimuli;2;0;;
1434724645876.37;1;typeI3;startStimuli;2;0;;
1434724645893.18;1;typeI3;startStimuli;2;0;;
1434724645909.94;1;typeI3;startStimuli;2;0;;
1434724645926.67;1;typeI3;startStimuli;2;0;;
1434724645942.71;1;typeI3;startStimuli;2;0;;
1434724645959.24;1;typeI3;startStimuli;2;0;;
1434724645975.92;1;typeI3;startStimuli;2;0;;
1434724645992.49;1;typeI3;startStimuli;2;0;;
1434724646009.24;1;typeI3;startStimuli;2;0;;
1434724646025.82;1;typeI3;startStimuli;2;0;;
1434724646042.02;1;typeI3;startStimuli;2;0;;
1434724646058.7;1;typeI3;startStimuli;2;0;;
1434724646075.34;1;typeI3;startStimuli;2;0;;
1434724646091.8;1;typeI3;startStimuli;2;0;;
1434724646108.35;1;typeI3;startStimuli;2;0;;
1434724646125.23;1;typeI3;startStimuli;2;0;;
1434724646141.91;1;typeI3;startStimuli;2;0;;
1434724646157.94;1;typeI3;startStimuli;2;0;;
1434724646174.45;1;typeI3;startStimuli;2;0;;
1434724646191.19;1;typeI3;startStimuli;2;0;;
1434724646207.98;1;typeI3;startStimuli;2;0;;
1434724646224;1;typeI3;startStimuli;2;0;;
1434724646240.54;1;typeI3;startStimuli;2;0;;
1434724646257.28;1;typeI3;startStimuli;2;0;;
1434724646274.03;1;typeI3;startStimuli;2;0;;
1434724646290.16;1;typeI3;startStimuli;2;0;;
1434724646307.22;1;typeI3;startStimuli;2;0;;
1434724646323.72;1;typeI3;startStimuli;2;0;;
1434724646340.07;1;typeI3;startStimuli;2;0;;
1434724646356.64;1;typeI3;startStimuli;2;0;;
1434724646373.16;1;typeI3;startStimuli;2;0;;
1434724646389.91;1;typeI3;startStimuli;2;0;;
1434724646406.56;1;typeI3;startStimuli;2;0;;
1434724646423.09;1;typeI3;startStimuli;2;0;;
1434724646439.72;1;typeI3;startStimuli;2;0;;
1434724646456.37;1;typeI3;startStimuli;2;0;;
1434724646472.89;1;typeI3;startStimuli;2;0;;
1434724646489.67;1;typeI3;startStimuli;2;0;;
1434724646506.09;1;typeI3;startStimuli;2;0;;
1434724646522.73;1;typeI3;startStimuli;2;0;;
1434724646539.4;1;typeI3;startStimuli;2;0;;
1434724646556;1;typeI3;startStimuli;2;0;;
1434724646573.19;1;typeI3;startStimuli;2;0;;
1434724646589.3;1;typeI3;startStimuli;2;0;;
1434724646605.94;1;typeI3;startStimuli;2;0;;
1434724646623.4;1;typeI3;startStimuli;2;0;;
1434724646640.12;1;typeI3;startStimuli;2;0;;
1434724646656.72;1;typeI3;startStimuli;2;0;;
1434724646673.26;1;typeI3;startStimuli;2;0;;
1434724646690.02;1;typeI3;startStimuli;2;0;;
1434724646706.66;1;typeI3;startStimuli;2;0;;
1434724646723.13;1;typeI3;startStimuli;2;0;;
1434724646739.78;1;typeI3;startStimuli;2;0;;
1434724646756.46;1;typeI3;startStimuli;2;0;;
1434724646773.02;1;typeI3;startStimuli;2;0;;
1434724646789.71;1;typeI3;startStimuli;2;0;;
1434724646806.37;1;typeI3;startStimuli;2;0;;
1434724646823.02;1;typeI3;startStimuli;2;0;;
1434724646839.18;1;typeI3;startStimuli;2;0;;
1434724646855.75;1;typeI3;startStimuli;2;0;;
1434724646872.3;1;typeI3;startStimuli;2;0;;
1434724646888.99;1;typeI3;startStimuli;2;0;;
1434724646907.19;1;typeI3;startStimuli;2;0;;
1434724646923.81;1;typeI3;startStimuli;2;0;;
1434724646940.56;1;typeI3;startStimuli;2;0;;
1434724646957.02;1;typeI3;startStimuli;2;0;;
1434724646973.75;1;typeI3;startStimuli;2;0;;
1434724646990.39;1;typeI3;startStimuli;2;0;;
1434724647007.36;1;typeI3;startStimuli;2;0;;
1434724647023.98;1;typeI3;startStimuli;2;0;;
1434724647040.59;1;typeI3;startStimuli;2;0;;
1434724647057.28;1;typeI3;startStimuli;2;0;;
1434724647073.86;1;typeI3;startStimuli;2;0;;
1434724647090.4;1;typeI3;startStimuli;2;0;;
1434724647107.9;1;typeI3;startStimuli;2;0;;
1434724647124.59;1;typeI3;startStimuli;2;0;;
1434724647141.26;1;typeI3;startStimuli;2;0;;
1434724647157.87;1;typeI3;startStimuli;2;0;;
