#Starting log sesion 11:44:57:289
%Timestamp;streamData
1434966297289.79;EndAppear;0;;
1434966297296.59;EndAppear;0;;
1434966297320.58;EndAppear;0;;
1434966297337.25;EndAppear;0;;
1434966297353.89;EndAppear;0;;
1434966297370.55;EndAppear;0;;
1434966297388.58;EndAppear;0;;
1434966297405.45;EndAppear;0;;
1434966297422;EndAppear;0;;
1434966297438.61;EndAppear;0;;
1434966297455.24;EndAppear;0;;
1434966297471.93;EndAppear;0;;
1434966297488.55;EndAppear;0;;
1434966297505.32;EndAppear;0;;
1434966297521.96;EndAppear;0;;
1434966297538.45;EndAppear;0;;
1434966297555.12;EndAppear;0;;
1434966297572.73;EndAppear;0;;
1434966297589.39;EndAppear;0;;
1434966297605.9;EndAppear;0;;
1434966297622.69;EndAppear;0;;
1434966297639.14;EndAppear;0;;
1434966297655.99;EndAppear;0;;
1434966297672.7;EndAppear;0;;
1434966297689.91;EndAppear;0;;
1434966297706.08;EndAppear;0;;
1434966297722.65;EndAppear;0;;
1434966297739.19;EndAppear;0;;
1434966297755.95;EndAppear;0;;
1434966297772.57;EndAppear;0;;
1434966297788.59;EndAppear;0;;
1434966297805.33;EndAppear;0;;
1434966297821.98;EndAppear;0;;
1434966297838.62;EndAppear;0;;
1434966297855.31;EndAppear;0;;
1434966297872.67;EndAppear;0;;
1434966297889.38;EndAppear;0;;
1434966297905.89;EndAppear;0;;
1434966297922.61;EndAppear;0;;
1434966297939.27;EndAppear;0;;
1434966297955.98;EndAppear;0;;
1434966297972.54;EndAppear;0;;
1434966297989.43;EndAppear;0;;
1434966298005.74;EndAppear;0;;
1434966298022.5;EndAppear;0;;
1434966298039.13;EndAppear;0;;
1434966298056.71;EndAppear;0;;
1434966298073.4;EndAppear;0;;
1434966298090.11;EndAppear;0;;
1434966298106.62;EndAppear;0;;
1434966298123.29;EndAppear;0;;
1434966298140.76;EndAppear;0;;
1434966298157.95;EndAppear;0;;
1434966298174.05;EndAppear;0;;
1434966298190.75;EndAppear;0;;
1434966298207.27;EndAppear;0;;
1434966298224.01;EndAppear;0;;
1434966298240.94;EndAppear;0;;
1434966298257.72;EndAppear;0;;
1434966298274.31;EndAppear;0;;
1434966298290.92;EndAppear;0;;
1434966298307.46;EndAppear;0;;
1434966298324.25;EndAppear;0;;
1434966298340.93;EndAppear;0;;
1434966298356.99;EndAppear;0;;
1434966298373.58;EndAppear;0;;
1434966298390.25;EndAppear;0;;
1434966298406.77;EndAppear;0;;
1434966298423.53;EndAppear;0;;
1434966298440.19;EndAppear;0;;
1434966298456.77;EndAppear;0;;
1434966298473.45;EndAppear;0;;
1434966298490.18;EndAppear;0;;
1434966298506.64;EndAppear;0;;
1434966298523.38;EndAppear;0;;
1434966298540.75;EndAppear;0;;
1434966298557.44;EndAppear;0;;
1434966298574.07;EndAppear;0;;
1434966298590.82;EndAppear;0;;
1434966298607.05;EndAppear;0;;
1434966298623.69;EndAppear;0;;
1434966298640.69;EndAppear;0;;
1434966298657.42;EndAppear;0;;
1434966298673.93;EndAppear;0;;
1434966298690.58;EndAppear;0;;
1434966298707;EndAppear;0;;
1434966298723.9;EndAppear;0;;
1434966298740.52;EndAppear;0;;
1434966298757.22;EndAppear;0;;
1434966298773.83;EndAppear;0;;
1434966298790.47;EndAppear;0;;
1434966298807.01;EndAppear;0;;
1434966298823.74;EndAppear;0;;
1434966298840.64;EndAppear;0;;
1434966298857.29;EndAppear;0;;
1434966298873.84;EndAppear;0;;
1434966298890.6;EndAppear;0;;
1434966298908.8;EndAppear;0;;
1434966298925.55;EndAppear;0;;
1434966298942.2;EndAppear;0;;
1434966298958.87;EndAppear;0;;
1434966298975.51;EndAppear;0;;
1434966298992.13;EndAppear;0;;
1434966299008.68;EndAppear;0;;
1434966299024.95;EndAppear;0;;
1434966299041.64;EndAppear;0;;
1434966299058.28;EndAppear;0;;
1434966299074.99;EndAppear;0;;
1434966299091.56;EndAppear;0;;
1434966299108.17;EndAppear;0;;
1434966299124.69;EndAppear;0;;
1434966299141.33;EndAppear;0;;
1434966299158.02;EndAppear;0;;
1434966299174.64;EndAppear;0;;
1434966299191.28;EndAppear;0;;
1434966299207.83;EndAppear;0;;
1434966299224.82;EndAppear;0;;
1434966299241.48;EndAppear;0;;
1434966299258.14;EndAppear;0;;
1434966299274.83;EndAppear;0;;
1434966299291.42;EndAppear;0;;
1434966299308.76;EndAppear;0;;
1434966299325.76;EndAppear;0;;
1434966299342.18;EndAppear;0;;
1434966299358.88;EndAppear;0;;
1434966299375.49;EndAppear;0;;
1434966299392.87;EndAppear;0;;
1434966299409.59;EndAppear;0;;
1434966299426.04;EndAppear;0;;
1434966299442.82;EndAppear;0;;
1434966299459.56;EndAppear;0;;
1434966299476.12;EndAppear;0;;
1434966299492.77;EndAppear;0;;
1434966299508.81;EndAppear;0;;
1434966299525.62;EndAppear;0;;
1434966299542.26;EndAppear;0;;
1434966299558.9;EndAppear;0;;
1434966299576.87;EndAppear;0;;
1434966299593.62;EndAppear;0;;
1434966299610.25;EndAppear;0;;
1434966299626.71;EndAppear;0;;
1434966299643.48;EndAppear;0;;
1434966299660.13;EndAppear;0;;
1434966299677;EndAppear;0;;
1434966299693.67;EndAppear;0;;
1434966299710.31;EndAppear;0;;
1434966299726.87;EndAppear;0;;
1434966299743.62;EndAppear;0;;
1434966299760.28;EndAppear;0;;
1434966299776.91;EndAppear;0;;
1434966299793.03;EndAppear;0;;
1434966299809.63;EndAppear;0;;
1434966299826.18;EndAppear;0;;
1434966299842.93;EndAppear;0;;
1434966299859.57;EndAppear;0;;
1434966299876.85;EndAppear;0;;
1434966299893.67;EndAppear;0;;
1434966299910.17;EndAppear;0;;
1434966299926.72;EndAppear;0;;
1434966299943.46;EndAppear;0;;
1434966299961.02;EndAppear;0;;
1434966299977.57;EndAppear;0;;
1434966299994.47;EndAppear;0;;
1434966300010.88;EndAppear;0;;
1434966300027.43;EndAppear;0;;
1434966300052.53;EndAppear;0;;
1434966300076.85;EndAppear;0;;
1434966300093.4;EndAppear;0;;
1434966300110.04;EndAppear;0;;
1434966300126.58;EndAppear;0;;
1434966300143.36;EndAppear;0;;
1434966300161.12;EndAppear;0;;
1434966300177.81;EndAppear;0;;
1434966300194.44;EndAppear;0;;
1434966300211.22;EndAppear;0;;
1434966300227.66;EndAppear;0;;
1434966300244.39;EndAppear;0;;
1434966300260.92;EndAppear;0;;
1434966300277.64;EndAppear;0;;
1434966300294.26;EndAppear;0;;
1434966300310.89;EndAppear;0;;
1434966300329.38;EndAppear;0;;
1434966300346.19;EndAppear;0;;
1434966300362.66;EndAppear;0;;
1434966300379.33;EndAppear;0;;
1434966300395.98;EndAppear;0;;
1434966300412.63;EndAppear;0;;
1434966300429.26;EndAppear;0;;
1434966300445.77;EndAppear;0;;
1434966300461.99;EndAppear;0;;
1434966300478.62;EndAppear;0;;
1434966300495.09;EndAppear;0;;
1434966300511.93;EndAppear;0;;
1434966300528.47;EndAppear;0;;
1434966300544.79;EndAppear;0;;
