#Starting log sesion 01:43:33:696
%Timestamp;streamData
1434973413707.09;;
1434973413709.31;;
1434973413945.71;;
1434973414058.01;;
1434973414092.89;;
1434973414109.44;;
1434973414126;;
1434973414142.77;;
1434973414159.39;;
1434973414177.06;;
1434973414193.84;;
1434973414210.38;;
1434973414229.12;;
1434973414246.33;;
1434973414262.38;;
1434973414279.24;;
1434973414295.72;;
1434973414312.26;;
1434973414328.89;;
1434973414345.99;;
1434973414361.77;;
1434973414378.47;;
1434973414395.08;;
1434973414411.68;;
1434973414428.21;;
1434973414444.99;;
1434973414493.91;1;typeC;boy;2;1;;
1434973414505.15;1;typeC;boy;2;1;;
1434973414522.03;1;typeC;boy;2;1;;
1434973414538.76;1;typeC;boy;2;1;;
1434973414555.57;1;typeC;boy;2;1;;
1434973414571.73;1;typeC;boy;2;1;;
1434973414588.76;1;typeC;boy;2;1;;
1434973414640.75;1;typeC;boy;2;1;;
1434973414660.93;1;typeC;boy;2;1;;
1434973414677.69;1;typeC;boy;2;1;;
1434973414696.91;1;typeC;boy;2;1;;
1434973414713.69;1;typeC;boy;2;1;;
1434973414730.63;1;typeC;boy;2;1;;
1434973414746.62;1;typeC;boy;2;1;;
1434973414763.33;1;typeC;boy;2;1;;
1434973414780.06;1;typeC;boy;2;1;;
1434973414796.42;1;typeC;boy;2;1;;
1434973414812.99;1;typeC;boy;2;1;;
1434973414830;1;typeC;boy;2;1;;
1434973414845.99;1;typeC;boy;2;1;;
1434973414862.72;1;typeC;boy;2;1;;
1434973414879.32;1;typeC;boy;2;1;;
1434973414896.17;1;typeC;boy;2;1;;
1434973414912.62;1;typeC;boy;2;1;;
1434973414929.33;1;typeC;boy;2;1;;
1434973414946.03;1;typeC;boy;2;1;;
1434973414963.16;1;typeC;boy;2;1;;
1434973414979.12;1;typeC;boy;2;1;;
1434973414995.9;1;typeC;boy;2;1;;
1434973415012.54;1;typeC;boy;2;1;;
1434973415029.18;1;typeC;boy;2;1;;
1434973415045.74;1;typeC;boy;2;1;;
1434973415061.93;1;typeC;boy;2;1;;
1434973415078.6;1;typeC;boy;2;1;;
1434973415095.26;1;typeC;boy;2;1;;
1434973415113.25;1;typeC;boy;2;1;;
1434973415130.14;1;typeC;boy;2;1;;
1434973415146.44;1;typeC;boy;2;1;;
1434973415163.17;1;typeC;boy;2;1;;
1434973415179.78;1;typeC;boy;2;1;;
1434973415196.2;1;typeC;boy;2;1;;
1434973415213.45;1;typeC;boy;2;1;;
1434973415245.61;1;typeC;boy;2;1;;
1434973415262.35;1;typeC;boy;2;1;;
1434973415278.96;1;typeC;boy;2;1;;
1434973415295.71;1;typeC;boy;2;1;;
1434973415313.64;1;typeC;boy;2;1;;
1434973415330.57;1;typeC;boy;2;1;;
1434973415346.73;1;typeC;boy;2;1;;
1434973415363.37;1;typeC;boy;2;1;;
1434973415380;1;typeC;boy;2;1;;
1434973415396.53;1;typeC;boy;2;1;;
1434973415413.47;1;typeC;boy;2;1;;
1434973415430.22;1;typeC;boy;2;1;;
1434973415446.66;1;typeC;boy;2;1;;
1434973415462.92;1;typeC;boy;2;1;;
1434973415479.59;1;typeC;boy;2;1;;
1434973415496.18;1;typeC;boy;2;1;;
1434973415512.76;1;typeC;boy;2;1;;
1434973415529.47;1;typeC;boy;2;1;;
1434973415546.53;1;typeC;boy;2;1;;
1434973415562.74;1;typeC;boy;2;1;;
1434973415579.41;1;typeC;boy;2;1;;
1434973415595.84;1;typeC;boy;2;1;;
1434973415612.76;1;typeC;boy;2;1;;
1434973415629.3;1;typeC;boy;2;1;;
1434973415645.85;1;typeC;boy;2;1;;
1434973415662.57;1;typeC;boy;2;1;;
1434973415679.23;1;typeC;boy;2;1;;
1434973415695.96;1;typeC;boy;2;1;;
1434973415712.52;1;typeC;boy;2;1;;
1434973415729.22;1;typeC;boy;2;1;;
1434973415745.2;1;typeC;boy;2;1;;
1434973415761.98;1;typeC;boy;2;1;;
1434973415781.37;1;typeC;boy;2;1;;
1434973415797.99;1;typeC;boy;2;1;;
1434973415815.16;1;typeC;boy;2;1;;
1434973415831.26;1;typeC;boy;2;1;;
1434973415847.77;1;typeC;boy;2;1;;
1434973415864.52;1;typeC;boy;2;1;;
1434973415881.21;1;typeC;boy;2;1;;
1434973415897.69;1;typeC;boy;2;1;;
1434973415913.99;1;typeC;boy;2;1;;
1434973415930.6;1;typeC;boy;2;1;;
1434973415947.13;1;typeC;boy;2;1;;
1434973415963.89;1;typeC;boy;2;1;;
1434973415980.45;1;typeC;boy;2;1;;
1434973415997.29;1;typeC;boy;2;1;;
1434973416013.4;1;typeC;boy;2;1;;
1434973416029.91;1;typeC;boy;2;1;;
1434973416046.46;1;typeC;boy;2;1;;
1434973416063.14;1;typeC;boy;2;1;;
