#Starting log sesion 01:03:48:530
%Timestamp;streamData
1434884628541.31;;
1434884628544.16;;
1434884629068.08;;
1434884629138.35;;
1434884629154.92;;
1434884629171.63;;
1434884629189.39;;
1434884629204.8;;
1434884629222.28;;
1434884629239.06;;
1434884629255.58;;
1434884629272.2;;
1434884629288.67;;
1434884629306.25;;
1434884629323;;
1434884629339.55;;
1434884629356.3;;
1434884629372.68;;
1434884629389.36;;
1434884629406.52;;
1434884629423.16;;
1434884629439.83;;
1434884629456.49;;
1434884629473.02;;
1434884629489.76;;
1434884629506.49;;
1434884629522.74;;
1434884629539.27;;
1434884629556.1;;
1434884629572.64;;
1434884629589.4;;
1434884629605.55;;
1434884629622.24;;
1434884629638.99;;
1434884629655.58;;
1434884629672;;
1434884629688.85;;
1434884629707.11;;
1434884629723.84;;
1434884629740.36;;
1434884629757.05;;
1434884629773.57;;
1434884629790.46;;
1434884629806.62;;
1434884629823.15;;
1434884629839.77;;
1434884629856.57;;
1434884629873.05;;
1434884629889.84;;
1434884629906.68;;
1434884629923.39;;
1434884629940.08;;
1434884629956.55;;
1434884629973.05;;
1434884629989.5;;
1434884630006.29;;
1434884630022.92;;
1434884630039.57;;
1434884630056.03;;
1434884630074.36;;
1434884630090.87;;
1434884630107.62;;
1434884630124.28;;
1434884630140.65;;
1434884630157.56;;
1434884630174.11;;
1434884630190.64;;
1434884630207.29;;
1434884630224.03;;
1434884630242.11;;
1434884630274.13;;
1434884630310.19;;
1434884630342.85;;
1434884630381.93;;
1434884630410.08;;
1434884630426.87;;
1434884630443.31;;
1434884630478.44;;
1434884630510.6;;
1434884630541.97;;
1434884630573.82;;
1434884630610.15;;
1434884630642.47;;
1434884630674.18;;
1434884630710.17;;
1434884630742.14;;
1434884630778.48;;
1434884630810.09;;
1434884630842.38;;
1434884630906.71;;
1434884630926.01;;
1434884630962.26;;
1434884630979.63;;
1434884630996.18;;
1434884631021.37;;
1434884631042.1;;
1434884631058.76;;
1434884631075.45;;
1434884631091.89;;
1434884631108.64;;
1434884631126.4;;
1434884631143.64;;
1434884631159.71;;
1434884631176.44;;
1434884631192.91;;
1434884631209.64;;
1434884631226.12;;
1434884631242.6;;
1434884631259.13;;
1434884631275.9;;
1434884631292.38;;
1434884631309.14;;
1434884631326.65;;
1434884631343.38;;
1434884631359.89;;
1434884631376.53;;
1434884631392.93;;
1434884631410.35;;
1434884631426.36;;
1434884631442.97;;
1434884631595.77;1;typeD;snake;0;1;;
1434884631610.25;1;typeD;snake;0;1;;
1434884631626.84;1;typeD;snake;0;1;;
1434884631643.43;1;typeD;snake;0;1;;
1434884631660.1;1;typeD;snake;0;1;;
1434884631676.73;1;typeD;snake;0;1;;
1434884631694.55;1;typeD;snake;0;1;;
1434884631711.01;1;typeD;snake;0;1;;
1434884631727.82;1;typeD;snake;0;1;;
1434884631744.36;1;typeD;snake;0;1;;
1434884631774.16;1;typeD;snake;0;1;;
1434884631794.56;1;typeD;snake;0;1;;
1434884631842.36;1;typeD;snake;0;1;;
1434884631859.07;1;typeD;snake;0;1;;
1434884631875.68;1;typeD;snake;0;1;;
1434884631892.14;1;typeD;snake;0;1;;
1434884631910.46;1;typeD;snake;0;1;;
1434884631927.12;1;typeD;snake;0;1;;
1434884631943.79;1;typeD;snake;0;1;;
1434884631962.83;1;typeD;snake;0;1;;
1434884631979.83;1;typeD;snake;0;1;;
1434884631996.23;1;typeD;snake;0;1;;
1434884632012.54;1;typeD;snake;0;1;;
1434884632029.31;1;typeD;snake;0;1;;
1434884632045.65;1;typeD;snake;0;1;;
1434884632062.61;1;typeD;snake;0;1;;
1434884632079.22;1;typeD;snake;0;1;;
1434884632095.98;1;typeD;snake;0;1;;
1434884632111.97;1;typeD;snake;0;1;;
1434884632128.63;1;typeD;snake;0;1;;
1434884632145.4;1;typeD;snake;0;1;;
1434884632161.94;1;typeD;snake;0;1;;
1434884632178.4;1;typeD;snake;0;1;;
1434884632194.71;1;typeD;snake;0;1;;
1434884632211.21;1;typeD;snake;0;1;;
1434884632227.95;1;typeD;snake;0;1;;
1434884632258.33;1;typeD;snake;0;1;;
1434884632274.95;1;typeD;snake;0;1;;
1434884632294.45;1;typeD;snake;0;1;;
1434884632310.99;1;typeD;snake;0;1;;
1434884632327.72;1;typeD;snake;0;1;;
1434884632344.38;1;typeD;snake;0;1;;
1434884632361.09;1;typeD;snake;0;1;;
1434884632378.7;1;typeD;snake;0;1;;
1434884632395.47;1;typeD;snake;0;1;;
1434884632411.97;1;typeD;snake;0;1;;
1434884632428.68;1;typeD;snake;0;1;;
1434884632445.35;1;typeD;snake;0;1;;
1434884632461.98;1;typeD;snake;0;1;;
1434884632478.61;1;typeD;snake;0;1;;
1434884632494.76;1;typeD;snake;0;1;;
1434884632511.24;1;typeD;snake;0;1;;
1434884632527.99;1;typeD;snake;0;1;;
1434884632544.48;1;typeD;snake;0;1;;
