#Starting log sesion 11:43:29:043
%Timestamp;streamData
1434966209054.5;;
1434966209056.88;;
1434966209269.16;;
1434966209353.22;;
1434966209370.24;;
1434966209387.34;;
1434966209403.78;;
1434966209419.54;;
1434966209436.03;;
1434966209452.82;;
1434966209470.07;;
1434966209486.35;;
1434966209502.73;;
1434966209519.26;;
1434966209535.55;;
1434966209552.54;;
1434966209569.88;;
1434966209585.89;;
1434966209601.95;;
1434966209619.35;;
1434966209634.68;;
1434966209651.46;;
1434966209668.06;;
1434966209684.98;;
1434966209701.63;;
1434966209717.72;;
1434966209734.84;;
1434966209751.75;;
1434966209768.25;;
1434966209784.01;;
1434966209801.37;;
1434966209817.06;;
1434966209834.43;;
1434966209850.11;;
1434966209866.86;;
1434966209883.53;;
1434966209900.26;;
1434966209916.83;;
1434966209933.18;;
1434966209950.1;;
1434966209966.26;;
1434966209982.73;;
1434966209999.35;;
1434966210015.88;;
1434966210032.71;;
1434966210049.45;;
1434966210066.12;;
1434966210082.8;;
1434966210099.36;;
1434966210115.65;;
1434966210131.92;;
1434966210148.65;;
1434966210165.32;;
1434966210181.75;;
1434966210198.77;;
1434966210215.13;;
1434966210232.02;;
1434966210247.96;;
1434966210265.19;;
1434966210281.3;;
1434966210297.89;;
1434966210314.12;;
1434966210330.67;;
1434966210347.28;;
1434966210363.94;;
1434966210380.76;;
1434966210397.22;;
1434966210413.35;;
1434966210430.58;;
1434966210446.64;;
1434966210463.29;;
1434966210479.95;;
1434966210496.47;;
1434966210513.21;;
1434966210529.87;;
1434966210545.94;;
1434966210562.59;;
1434966210579.35;;
1434966210595.76;;
1434966210612.53;;
1434966210629.49;;
1434966210646.14;;
1434966210662.8;;
1434966210679.41;;
1434966210695.99;;
1434966210712.74;;
1434966210729.27;;
1434966210745.94;;
1434966210762.62;;
1434966210779.22;;
1434966210795.79;;
1434966210812.53;;
1434966210829.44;;
1434966210846.16;;
1434966210862.62;;
1434966210881.44;;
1434966210898.55;;
1434966210914.54;;
1434966210931.33;;
1434966210947.82;;
1434966210964.62;;
1434966210981.36;;
1434966210997.94;;
1434966211013.92;;
1434966211030.58;;
1434966211047.29;;
1434966211064.02;;
1434966211080.59;;
1434966211097.12;;
1434966211113.33;;
1434966211130.03;;
1434966211146.77;;
1434966211163.36;;
1434966211181.29;;
1434966211197.92;;
1434966211214.38;;
1434966211231.21;;
1434966211247.77;;
1434966211264.42;;
1434966211281.37;;
1434966211298.01;;
1434966211314.57;;
1434966211331.28;;
1434966211348.94;;
1434966211366.1;;
1434966211382.72;;
1434966211399.41;;
1434966211415.44;;
1434966211432.13;;
1434966211448.76;;
1434966211465.39;;
1434966211482.09;;
1434966211498.16;;
1434966211514.73;;
1434966211531.43;;
1434966211547.83;;
1434966211564.75;;
1434966211582.9;;
1434966211597.6;;
1434966211614.11;;
1434966211630.79;;
1434966211647.39;;
1434966211664.17;;
1434966211681.34;;
1434966211698.06;;
1434966211714.52;;
1434966211731.31;;
1434966211747.93;;
1434966211764.59;;
1434966211781.66;;
1434966211798.37;;
1434966211814.82;;
1434966211831.58;;
1434966211848.22;;
1434966211864.87;;
1434966211881.39;;
1434966211898.06;;
1434966211914.6;;
1434966211931.35;;
1434966211947.97;;
1434966211964.63;;
1434966211981.53;;
1434966211998.18;;
1434966212014.62;;
1434966212031.49;;
1434966212048.15;;
1434966212065.14;;
1434966212081.99;;
1434966212098.36;;
1434966212115;;
1434966212131.52;;
1434966212148.34;;
1434966212165.26;;
1434966212182.08;;
1434966212198.56;;
1434966212215.08;;
1434966212231.85;;
1434966212248.48;;
1434966212265.92;;
1434966212282.55;;
1434966212299.26;;
1434966212315.83;;
1434966212333.73;;
1434966212350.42;;
1434966212367.08;;
1434966212383.68;;
1434966212400.31;;
1434966212416.55;;
1434966212433.57;;
1434966212451;;
1434966212466.92;;
1434966212483.53;;
1434966212500.2;;
1434966212516.85;;
1434966212533.37;;
1434966212549.62;;
1434966212566.32;;
1434966212582.8;;
1434966212599.53;;
1434966212615.88;;
1434966212633.6;;
1434966212650.26;;
1434966212666.9;;
1434966212683.64;;
1434966212700.21;;
1434966212716.88;;
1434966212733.19;;
1434966212749.9;;
1434966212766.59;;
1434966212783.28;;
1434966212799.92;;
1434966212816.26;;
1434966212833.14;;
1434966212849.25;;
1434966212865.95;;
1434966212882.51;;
1434966212898.98;;
1434966212915.69;;
1434966212933.42;;
1434966212950.1;;
1434966212966.89;;
1434966212983.35;;
1434966213000.04;;
1434966213017.78;;
1434966213034.24;;
1434966213051;;
1434966213067.73;;
1434966213084.41;;
1434966213101.71;;
1434966213118.3;;
1434966213134.89;;
1434966213151.55;;
1434966213168.24;;
1434966213184.9;;
1434966213201.51;;
1434966213218.19;;
1434966213234.73;;
1434966213251.46;;
1434966213268.18;;
1434966213284.4;;
1434966213301.58;;
1434966213318.23;;
1434966213334.75;;
1434966213351.52;;
1434966213368.31;;
1434966213384.79;;
1434966213401.65;;
1434966213418.29;;
1434966213434.8;;
1434966213451.54;;
1434966213468.21;;
1434966213484.83;;
1434966213501.53;;
1434966213518.25;;
