#Starting log sesion 12:24:40:936
%Timestamp;streamData
1434882280970.68;;
1434882280985.9;;
1434882281530.36;;
1434882281643.24;;
1434882281660.07;;
1434882281676.14;;
1434882281692.93;;
1434882281709.62;;
1434882281726.38;;
1434882281742.61;;
1434882281759.09;;
1434882281775.56;;
1434882281792.3;;
1434882281809.06;;
1434882281825.59;;
1434882281842.39;;
1434882281859.2;;
1434882281875.79;;
1434882281892.52;;
1434882281909.18;;
1434882281925.68;;
1434882281943.09;;
1434882281959.78;;
1434882281976.36;;
1434882281992.78;;
1434882282009.79;;
1434882282026.3;;
1434882282128.94;;
1434882282146.55;;
1434882282163.02;;
1434882282179.25;;
1434882282195.03;;
1434882282248.45;1;typeA;ball;0;1;;
1434882282254.59;1;typeA;ball;0;1;;
1434882282274.66;1;typeA;ball;0;1;;
1434882282291.28;1;typeA;ball;0;1;;
1434882282307.94;1;typeA;ball;0;1;;
1434882282324.64;1;typeA;ball;0;1;;
1434882282343.89;1;typeA;ball;0;1;;
1434882282375.06;1;typeA;ball;0;1;;
1434882282422.65;1;typeA;ball;0;1;;
1434882282443.34;1;typeA;ball;0;1;;
1434882282459.9;1;typeA;ball;0;1;;
1434882282476.5;1;typeA;ball;0;1;;
1434882282493.21;1;typeA;ball;0;1;;
1434882282509.74;1;typeA;ball;0;1;;
1434882282526.76;1;typeA;ball;0;1;;
1434882282543.48;1;typeA;ball;0;1;;
1434882282560.05;1;typeA;ball;0;1;;
1434882282576.47;1;typeA;ball;0;1;;
1434882282593.5;1;typeA;ball;0;1;;
1434882282609.71;1;typeA;ball;0;1;;
1434882282626.41;1;typeA;ball;0;1;;
1434882282643.11;1;typeA;ball;0;1;;
1434882282659.65;1;typeA;ball;0;1;;
1434882282679.04;1;typeA;ball;0;1;;
1434882282695.63;1;typeA;ball;0;1;;
1434882282712.87;1;typeA;ball;0;1;;
1434882282729.37;1;typeA;ball;0;1;;
1434882282745.48;1;typeA;ball;0;1;;
1434882282762.01;1;typeA;ball;0;1;;
1434882282778.94;1;typeA;ball;0;1;;
1434882282795.16;1;typeA;ball;0;1;;
1434882282811.68;1;typeA;ball;0;1;;
1434882282828.3;1;typeA;ball;0;1;;
1434882282845.01;1;typeA;ball;0;1;;
1434882282890.99;1;typeA;ball;0;1;;
1434882282911.44;1;typeA;ball;0;1;;
1434882282928.17;1;typeA;ball;0;1;;
1434882282944.78;1;typeA;ball;0;1;;
1434882282961.51;1;typeA;ball;0;1;;
1434882282978.01;1;typeA;ball;0;1;;
1434882283011.46;1;typeA;ball;0;1;;
1434882283028.08;1;typeA;ball;0;1;;
1434882283044.76;1;typeA;ball;0;1;;
1434882283061.26;1;typeA;ball;0;1;;
1434882283078.04;1;typeA;ball;0;1;;
1434882283094.39;1;typeA;ball;0;1;;
1434882283111.28;1;typeA;ball;0;1;;
1434882283127.87;1;typeA;ball;0;1;;
1434882283144.98;1;typeA;ball;0;1;;
1434882283161.22;1;typeA;ball;0;1;;
1434882283177.92;1;typeA;ball;0;1;;
1434882283194.44;1;typeA;ball;0;1;;
1434882283211.06;1;typeA;ball;0;1;;
1434882283227.26;1;typeA;ball;0;1;;
1434882283243.99;1;typeA;ball;0;1;;
1434882283260.44;1;typeA;ball;0;1;;
1434882283277.34;1;typeA;ball;0;1;;
1434882283295.23;1;typeA;ball;0;1;;
1434882283312.01;1;typeA;ball;0;1;;
1434882283328.62;1;typeA;ball;0;1;;
1434882283345.2;1;typeA;ball;0;1;;
1434882283361.95;1;typeA;ball;0;1;;
1434882283379.41;1;typeA;ball;0;1;;
1434882283395.91;1;typeA;ball;0;1;;
1434882283412.69;1;typeA;ball;0;1;;
1434882283429.34;1;typeA;ball;0;1;;
1434882283446.15;1;typeA;ball;0;1;;
1434882283462.22;1;typeA;ball;0;1;;
1434882283479.4;1;typeA;ball;0;1;;
1434882283495.27;1;typeA;ball;0;1;;
1434882283512.07;1;typeA;ball;0;1;;
1434882283528.64;1;typeA;ball;0;1;;
1434882283546.99;1;typeA;ball;0;1;;
1434882283563.81;1;typeA;ball;0;1;;
1434882283580.44;1;typeA;ball;0;1;;
1434882283596.84;1;typeA;ball;0;1;;
1434882283613.54;1;typeA;ball;0;1;;
1434882283630.16;1;typeA;ball;0;1;;
1434882283646.81;1;typeA;ball;0;1;;
1434882283675.18;1;typeA;ball;0;1;;
1434882283694.95;1;typeA;ball;0;1;;
1434882283711.74;1;typeA;ball;0;1;;
1434882283728.27;1;typeA;ball;0;1;;
1434882283744.92;1;typeA;ball;0;1;;
