#Starting log sesion 08:50:25:828
%Timestamp;streamData
1434999025841.5;;
1434999025843.64;;
1434999025946.65;;
1434999026000.09;;
1434999026016.71;;
1434999026036.06;;
1434999026052.7;;
1434999026069.38;;
1434999026085.98;;
1434999026102.41;;
1434999026120.29;;
1434999026137;;
1434999026153.64;;
1434999026170.35;;
1434999026186.95;;
1434999026203.61;;
1434999026220.27;;
1434999026237.05;;
1434999026254.17;;
1434999026272.39;;
1434999026289.6;;
1434999026305.6;;
1434999026322.09;;
1434999026338.89;;
1434999026355.52;;
1434999026372.18;;
1434999026388.83;;
1434999026405.56;;
1434999026421.47;;
1434999026438.21;;
1434999026454.88;;
1434999026471.5;;
1434999026487.87;;
1434999026504.53;;
1434999026520.78;;
1434999026537.5;;
1434999026554.18;;
1434999026570.8;;
1434999026587.46;;
1434999026604.32;;
1434999026620.91;;
1434999026637.62;;
1434999026654.32;;
1434999026670.82;;
1434999026687.6;;
1434999026704.21;;
1434999026720.76;;
1434999026737.5;;
1434999026754.17;;
1434999026770.9;;
1434999026788.23;;
1434999026804.88;;
1434999026821.53;;
1434999026838.22;;
1434999026854.85;;
1434999026871.47;;
1434999026888.12;;
1434999026904.42;;
1434999026921;;
1434999026937.75;;
1434999026954.39;;
1434999026971.05;;
1434999026988.05;;
1434999027004.76;;
1434999027021.24;;
1434999027038;;
1434999027054.69;;
1434999027071.28;;
1434999027087.93;;
1434999027104.14;;
1434999027122.11;;
1434999027137.51;;
1434999027154.15;;
1434999027170.53;;
1434999027188.37;;
1434999027205.03;;
1434999027221.55;;
1434999027238.45;;
1434999027256.41;;
1434999027273.7;;
1434999027289.77;;
1434999027306.37;;
1434999027322.89;;
1434999027339.74;;
1434999027356.31;;
1434999027373;;
1434999027389.69;;
1434999027406.28;;
1434999027422.72;;
1434999027439.65;;
1434999027456.42;;
1434999027473.08;;
1434999027489.75;;
1434999027506.33;;
1434999027522.89;;
1434999027557.05;1;typeC;bearSprite;4;1;;
1434999027564.06;1;typeC;bearSprite;4;1;;
1434999027581.57;1;typeC;bearSprite;4;1;;
1434999027597.66;1;typeC;bearSprite;4;1;;
1434999027614.81;1;typeC;bearSprite;4;1;;
1434999027630.62;1;typeC;bearSprite;4;1;;
1434999027672.15;1;typeC;bearSprite;4;1;;
1434999027688.73;1;typeC;bearSprite;4;1;;
1434999027724.48;1;typeC;bearSprite;4;1;;
1434999027740.96;1;typeC;bearSprite;4;1;;
1434999027757.88;1;typeC;bearSprite;4;1;;
1434999027774.27;1;typeC;bearSprite;4;1;;
1434999027790.94;1;typeC;bearSprite;4;1;;
1434999027807.63;1;typeC;bearSprite;4;1;;
1434999027823.89;1;typeC;bearSprite;4;1;;
1434999027840.69;1;typeC;bearSprite;4;1;;
1434999027857.13;1;typeC;bearSprite;4;1;;
1434999027873.66;1;typeC;bearSprite;4;1;;
1434999027890.37;1;typeC;bearSprite;4;1;;
1434999027906.96;1;typeC;bearSprite;4;1;;
1434999027923.18;1;typeC;bearSprite;4;1;;
1434999027940.32;1;typeC;bearSprite;4;1;;
1434999027956.99;1;typeC;bearSprite;4;1;;
1434999027973.6;1;typeC;bearSprite;4;1;;
1434999027990.42;1;typeC;bearSprite;4;1;;
1434999028006.97;1;typeC;bearSprite;4;1;;
1434999028023.21;1;typeC;bearSprite;4;1;;
