#Starting log sesion 11:55:33:430
%Timestamp;streamData
1435053333441.32;;809.7891;618.543;
1435053333443.21;;809.7891;618.543;
1435053333684.94;;809.7891;618.543;
1435053333745.51;;809.7891;618.543;
1435053333762.96;;809.7891;618.543;
1435053333779.65;;809.7891;618.543;
1435053333796.18;;809.7891;618.543;
1435053333812.55;;809.7891;618.543;
1435053333829.1;;809.7891;618.543;
1435053333844.96;;809.7891;618.543;
1435053333862.11;;809.7891;618.543;
1435053333878.28;;809.7891;618.543;
1435053333894.95;;809.7891;618.543;
1435053333911.56;;809.7891;618.543;
1435053333927.98;;809.7891;618.543;
1435053333945.16;;809.7891;618.543;
1435053333961.65;;809.7891;618.543;
1435053333977.88;;809.7891;618.543;
1435053333994.51;;809.7891;618.543;
1435053334050.06;;809.7891;618.543;
1435053334069.63;;809.7891;618.543;
1435053334086.57;;809.7891;618.543;
1435053334102.82;;809.7891;618.543;
1435053334121.97;;809.7891;618.543;
1435053334138.54;;809.7891;618.543;
1435053334155.3;;809.7891;618.543;
1435053334173.84;;809.7891;618.543;
1435053334191;;809.7891;618.543;
1435053334207.12;;809.0938;618.543;
1435053334223.75;;808.0469;615.4102;
1435053334240.33;;805.9609;611.2344;
1435053334257.06;;799.6992;598.7109;
1435053334273.71;;786.1328;577.8398;
1435053334292.07;;767.3438;546.5273;
1435053334309.88;;751.6875;519.3906;
1435053334327.03;;737.7734;492.2539;
1435053334343.65;;720.0313;460.9453;
1435053334360.19;;720.0313;460.9453;
1435053334376.95;;720.0313;460.9453;
1435053334393.56;;720.0313;460.9453;
1435053334409.31;;720.0313;460.9453;
1435053334426.34;;720.0313;460.9453;
1435053334442.86;;720.0313;460.9453;
1435053334459.07;;720.0313;460.9453;
1435053334476.23;;720.0313;460.9453;
1435053334492.31;;720.0313;460.9453;
1435053334508.98;;720.0313;460.9453;
1435053334525.62;;720.0313;460.9453;
1435053334542.19;;720.0313;460.9453;
1435053334558.9;;720.0313;460.9453;
1435053334575.26;;720.0313;460.9453;
1435053334591.76;;720.0313;460.9453;
1435053334608.19;;720.0313;460.9453;
1435053334624.92;;720.0313;460.9453;
1435053334641.5;;720.0313;460.9453;
1435053334658.03;;720.0313;460.9453;
1435053334674.87;;720.0313;460.9453;
1435053334691.52;;720.0313;460.9453;
1435053334707.61;;720.0313;460.9453;
1435053334724.27;;720.0313;460.9453;
1435053334757.53;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334765.77;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334782.46;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334800.01;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334815.99;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334832.97;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334850.51;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334865.54;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334882.13;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334900.07;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334915.89;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334932.43;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334974.04;1;typeA;boy;2;0;;720.0313;460.9453;
1435053334990.67;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335007.31;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335023.97;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335040.51;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335057.95;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335074.55;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335091.11;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335107.85;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335124.5;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335142.18;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335159.04;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335175.59;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335192.31;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335208.91;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335225.55;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335242.08;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335258.27;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335274.93;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335291.64;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335308.21;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335324.9;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335341.83;1;typeA;boy;2;0;;720.0313;460.9453;
1435053335358.57;1;typeA;boy;2;0;;720.0313;460.9453;
